benchmark,topology,k,R,N,n_clean,acc_pct,mean_dyn_kJ,mean_total_tokens,acc_field,source_file
SWE_bench,decentralized,7,2,5,50,18.0,42.821,506235.7,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k7_R2_N5.jsonl
SWE_bench,decentralized,10,2,1,50,10.0,22.663,180847.1,real_correct,final_qwen9b_canonical/SWE_bench/n_sweep/Qwen_Qwen3.5-9B_decentralized_k10_R2_N1.jsonl
SWE_bench,decentralized,10,2,2,50,16.0,38.456,344002.6,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k10_R2_N2.jsonl
SWE_bench,decentralized,10,2,3,50,20.0,52.83,554705.5,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k10_R2_N3.jsonl
SWE_bench,decentralized,10,2,4,50,18.0,63.221,692389.7,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k10_R2_N4.jsonl
SWE_bench,decentralized,10,2,5,50,22.0,72.723,893324.7,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k10_R2_N5.jsonl
SWE_bench,decentralized,10,2,10,50,28.0,290.366,4438346.1,real_correct,final_qwen9b_canonical/SWE_bench/n_sweep/Qwen_Qwen3.5-9B_decentralized_k10_R2_N10.jsonl
SWE_bench,decentralized,10,3,3,50,22.0,87.707,1098395.4,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k10_R3_N3.jsonl
SWE_bench,decentralized,15,2,2,50,24.0,49.697,674953.9,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k15_R2_N2.jsonl
SWE_bench,decentralized,15,2,3,50,20.0,79.292,1007304.6,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k15_R2_N3.jsonl
SWE_bench,decentralized,15,2,4,50,22.0,85.775,1371562.5,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k15_R2_N4.jsonl
SWE_bench,decentralized,15,2,5,50,32.0,117.047,1734645.0,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k15_R2_N5.jsonl
SWE_bench,decentralized,20,2,3,50,30.0,200.234,3068744.1,real_correct,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_decentralized_k20.jsonl
SWE_bench,decentralized,30,1,3,50,18.0,76.79,974773.4,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k30_R1_N3.jsonl
SWE_bench,decentralized,30,2,2,50,34.0,108.593,2136823.4,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k30_R2_N2.jsonl
SWE_bench,decentralized,30,2,3,50,34.0,173.243,3014680.6,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k30_R2_N3.jsonl
SWE_bench,decentralized,30,2,4,50,36.0,208.82,4129656.6,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k30_R2_N4.jsonl
SWE_bench,decentralized,30,2,5,50,36.0,288.182,5206681.0,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k30_R2_N5.jsonl
SWE_bench,decentralized,50,2,2,50,36.0,168.208,3590800.2,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k50_R2_N2.jsonl
SWE_bench,decentralized,50,2,3,50,40.0,260.407,4962025.9,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k50_R2_N3.jsonl
SWE_bench,decentralized,50,2,4,50,42.0,319.089,6999111.2,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k50_R2_N4.jsonl
SWE_bench,decentralized,50,2,5,50,42.0,353.677,8343350.2,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k50_R2_N5.jsonl
SWE_bench,decentralized,100,2,2,28,42.9,177.021,4143167.2,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k100_R2_N2.jsonl
SWE_bench,decentralized,100,2,3,50,44.0,276.793,6112994.8,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k100_R2_N3.jsonl
SWE_bench,decentralized,200,2,3,50,54.0,714.832,10577714.4,real_correct,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_decentralized_k200_R2_N3.jsonl
SWE_bench,independent,1,,2,50,0.0,2.078,6377.6,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k1_N2.jsonl
SWE_bench,independent,1,,3,50,0.0,7.74,10259.7,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k1_N3.jsonl
SWE_bench,independent,1,,4,50,0.0,1.864,11446.9,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k1_N4.jsonl
SWE_bench,independent,1,,5,50,0.0,3.692,14806.2,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k1_N5.jsonl
SWE_bench,independent,2,,2,50,0.0,2.507,11643.3,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k2_N2.jsonl
SWE_bench,independent,2,,3,50,0.0,9.802,19194.4,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k2_N3.jsonl
SWE_bench,independent,2,,4,50,0.0,4.172,21941.8,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k2_N4.jsonl
SWE_bench,independent,2,,5,50,0.0,4.698,27803.0,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k2_N5.jsonl
SWE_bench,independent,3,,2,50,0.0,4.627,17358.2,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k3_N2.jsonl
SWE_bench,independent,3,,3,50,0.0,10.989,29944.0,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k3_N3.jsonl
SWE_bench,independent,3,,4,50,0.0,6.822,34260.5,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k3_N4.jsonl
SWE_bench,independent,3,,5,50,0.0,7.761,43214.4,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k3_N5.jsonl
SWE_bench,independent,4,,3,50,0.0,10.89,44743.1,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k4_N3.jsonl
SWE_bench,independent,5,,2,50,0.0,5.924,35187.5,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k5_N2.jsonl
SWE_bench,independent,5,,3,50,0.0,14.941,61247.5,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k5_N3.jsonl
SWE_bench,independent,5,,4,50,0.0,7.834,69226.2,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k5_N4.jsonl
SWE_bench,independent,5,,5,50,0.0,11.577,86262.1,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k5_N5.jsonl
SWE_bench,independent,6,,3,50,2.0,16.62,80922.2,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k6_N3.jsonl
SWE_bench,independent,7,,2,50,0.0,8.783,55697.5,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k7_N2.jsonl
SWE_bench,independent,7,,3,50,2.0,16.289,79910.7,real_correct,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_independent_k7.jsonl
SWE_bench,independent,7,,4,50,0.0,14.999,118829.9,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k7_N4.jsonl
SWE_bench,independent,7,,5,50,0.0,18.231,138767.5,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k7_N5.jsonl
SWE_bench,independent,10,,2,50,10.0,19.618,115450.3,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k10_N2.jsonl
SWE_bench,independent,10,,3,50,14.0,22.92,175842.1,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k10_N3.jsonl
SWE_bench,independent,10,,4,50,8.0,31.108,231991.1,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k10_N4.jsonl
SWE_bench,independent,10,,5,50,10.0,26.336,255608.4,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k10_N5.jsonl
SWE_bench,independent,15,,2,50,12.0,23.755,200824.6,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N2.jsonl
SWE_bench,independent,15,,3,50,18.0,36.814,327958.8,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N3.jsonl
SWE_bench,independent,15,,4,50,16.0,32.596,394104.7,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N4.jsonl
SWE_bench,independent,15,,5,50,16.0,40.734,490533.3,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N5.jsonl
SWE_bench,independent,20,,2,50,18.0,35.261,342432.8,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k20_N2.jsonl
SWE_bench,independent,20,,3,50,22.0,46.754,508513.5,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k20_N3.jsonl
SWE_bench,independent,20,,4,50,18.0,60.526,695772.5,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k20_N4.jsonl
SWE_bench,independent,20,,5,50,20.0,72.05,862693.6,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k20_N5.jsonl
SWE_bench,independent,20,,10,50,20.0,144.418,1711156.7,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k20_N10.jsonl
SWE_bench,independent,30,,2,50,22.0,40.494,575253.9,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k30_N2.jsonl
SWE_bench,independent,30,,3,50,16.0,75.375,957768.1,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k30_N3.jsonl
SWE_bench,independent,30,,4,50,18.0,80.324,1237114.4,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k30_N4.jsonl
SWE_bench,independent,30,,5,50,28.0,98.566,1508444.8,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k30_N5.jsonl
SWE_bench,independent,50,,2,50,28.0,78.9,1362634.5,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k50_N2.jsonl
SWE_bench,independent,50,,3,50,20.0,141.394,1982470.7,real_correct,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_independent_k50.jsonl
SWE_bench,independent,50,,4,50,36.0,158.56,2766716.6,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k50_N4.jsonl
SWE_bench,independent,50,,5,50,34.0,189.227,3425243.5,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k50_N5.jsonl
SWE_bench,independent,60,,3,50,22.0,172.325,2993326.6,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k60_N3.jsonl
SWE_bench,independent,100,,2,50,38.0,130.542,3135116.3,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k100_N2.jsonl
SWE_bench,independent,100,,3,50,42.0,242.512,5305458.1,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k100_N3.jsonl
SWE_bench,independent,100,,4,32,34.4,252.843,6201217.5,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k100_N4.jsonl
SWE_bench,independent,200,,3,50,42.0,239.518,5516087.2,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k200_N3.jsonl
SWE_bench,independent,200,,4,26,50.0,297.198,7325796.0,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k200_N4.jsonl
SWE_bench,sas,1,,1,50,0.0,0.61,2719.3,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_sas_k1_N1.jsonl
SWE_bench,sas,2,,1,50,0.0,0.978,5644.1,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_sas_k2_N1.jsonl
SWE_bench,sas,3,,1,50,0.0,1.469,9227.3,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_sas_k3_N1.jsonl
SWE_bench,sas,4,,1,50,0.0,1.973,14132.1,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_sas_k4_N1.jsonl
SWE_bench,sas,5,,1,50,0.0,2.511,19666.6,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_sas_k5_N1.jsonl
SWE_bench,sas,6,,1,50,0.0,2.803,26130.4,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_sas_k6_N1.jsonl
SWE_bench,sas,7,,1,50,0.0,3.333,27543.3,real_correct,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k7.jsonl
SWE_bench,sas,10,,1,50,4.0,5.738,57130.1,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_sas_k10_N1.jsonl
SWE_bench,sas,15,,1,50,10.0,9.777,106503.8,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_sas_k15_N1.jsonl
SWE_bench,sas,20,,1,50,18.0,12.825,170323.7,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_sas_k20_N1.jsonl
SWE_bench,sas,30,,1,50,22.0,20.353,317040.8,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_sas_k30_N1.jsonl
SWE_bench,sas,50,,1,50,22.0,40.898,615651.2,real_correct,final_qwen9b_canonical/SWE_bench/k_sweep/Qwen_Qwen3.5-9B_sas_k50.jsonl
SWE_bench,sas,60,,1,50,30.0,50.72,902598.9,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_sas_k60_N1.jsonl
SWE_bench,sas,100,,1,50,30.0,73.503,1848617.0,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_sas_k100_N1.jsonl
SWE_bench,sas,200,,1,50,28.0,84.68,2212541.2,real_correct,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_sas_k200_N1.jsonl
WorkBench,centralized,1,2,2,50,30.0,13.268,29484.5,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_centralized_k1_R2_N2.jsonl
WorkBench,centralized,1,2,3,50,22.0,21.813,44057.2,correct,final_qwen9b_canonical/WorkBench/k_sweep/Qwen_Qwen3.5-9B_centralized_k1_R2.jsonl
WorkBench,centralized,1,2,5,50,34.0,32.439,75214.8,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_centralized_k1_R2_N5.jsonl
WorkBench,centralized,1,30,3,50,78.0,404.171,2020542.7,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_centralized_k1_R30_N3.jsonl
WorkBench,centralized,2,2,3,50,60.0,30.5,82170.5,correct,final_qwen9b_canonical/WorkBench/k_sweep/Qwen_Qwen3.5-9B_centralized_k2_R2.jsonl
WorkBench,centralized,2,2,5,50,68.0,46.183,141183.8,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_centralized_k2_R2_N5.jsonl
WorkBench,centralized,2,15,3,50,86.0,213.866,958352.6,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_centralized_k2_R15_N3.jsonl
WorkBench,centralized,3,2,2,50,72.0,22.979,78240.0,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_centralized_k3_R2_N2.jsonl
WorkBench,centralized,3,2,3,50,76.0,37.853,111300.9,correct,final_qwen9b_canonical/WorkBench/k_sweep/Qwen_Qwen3.5-9B_centralized_k3_R2.jsonl
WorkBench,centralized,3,10,3,50,82.0,179.314,751042.1,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_centralized_k3_R10_N3.jsonl
WorkBench,centralized,5,2,2,50,80.0,27.437,95119.2,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_centralized_k5_R2_N2.jsonl
WorkBench,centralized,5,2,3,50,80.0,44.451,150162.4,correct,final_qwen9b_canonical/WorkBench/k_sweep/Qwen_Qwen3.5-9B_centralized_k5_R2.jsonl
WorkBench,centralized,5,6,3,50,86.0,130.042,465747.6,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_centralized_k5_R6_N3.jsonl
WorkBench,centralized,6,5,3,50,82.0,118.079,417327.8,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_centralized_k6_R5_N3.jsonl
WorkBench,centralized,7,2,2,50,82.0,29.814,117839.3,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_centralized_k7_R2_N2.jsonl
WorkBench,centralized,7,2,3,50,82.0,47.481,157271.1,correct,final_qwen9b_canonical/WorkBench/k_sweep/Qwen_Qwen3.5-9B_centralized_k7_R2.jsonl
WorkBench,centralized,10,2,1,50,72.0,17.415,66356.4,correct,final_qwen9b_canonical/WorkBench/n_sweep/Qwen_Qwen3.5-9B_centralized_k10_R2_N1.jsonl
WorkBench,centralized,10,2,2,50,82.0,35.237,113461.4,correct,final_qwen9b_canonical/WorkBench/n_sweep/Qwen_Qwen3.5-9B_centralized_k10_R2_N2.jsonl
WorkBench,centralized,10,2,3,50,82.0,51.607,175403.4,correct,final_qwen9b_canonical/WorkBench/k_sweep/Qwen_Qwen3.5-9B_centralized_k10_R2.jsonl
WorkBench,centralized,10,2,4,50,80.0,67.73,249044.0,correct,final_qwen9b_canonical/WorkBench/n_sweep/Qwen_Qwen3.5-9B_centralized_k10_R2_N4.jsonl
WorkBench,centralized,10,2,5,50,82.0,89.714,319657.2,correct,final_qwen9b_canonical/WorkBench/n_sweep/Qwen_Qwen3.5-9B_centralized_k10_R2_N5.jsonl
WorkBench,centralized,10,3,3,50,82.0,83.576,279984.2,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_centralized_k10_R3_N3.jsonl
WorkBench,centralized,15,2,3,50,76.0,61.874,188113.7,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_centralized_k15_R2_N3.jsonl
WorkBench,centralized,20,2,3,50,80.0,51.831,170451.2,correct,final_qwen9b_canonical/WorkBench/k_sweep/Qwen_Qwen3.5-9B_centralized_k20_R2.jsonl
WorkBench,centralized,30,1,3,50,76.0,33.311,109383.8,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_centralized_k30_R1_N3.jsonl
WorkBench,centralized,30,2,2,38,81.6,36.911,122527.7,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_centralized_k30_R2_N2.jsonl
WorkBench,centralized,30,2,3,50,78.0,47.123,170353.7,correct,final_qwen9b_canonical/WorkBench/k_sweep/Qwen_Qwen3.5-9B_centralized_k30_R2.jsonl
WorkBench,centralized,50,2,3,50,82.0,58.808,200609.3,correct,final_qwen9b_canonical/WorkBench/k_sweep/Qwen_Qwen3.5-9B_centralized_k50_R2.jsonl
WorkBench,decentralized,1,2,2,50,26.0,10.288,25993.2,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k1_R2_N2.jsonl
WorkBench,decentralized,1,2,3,50,38.0,20.883,43179.5,correct,final_qwen9b_canonical/WorkBench/k_sweep/Qwen_Qwen3.5-9B_decentralized_k1.jsonl
WorkBench,decentralized,1,2,4,50,34.0,21.292,56846.3,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k1_R2_N4.jsonl
WorkBench,decentralized,1,2,5,50,46.0,27.418,74134.3,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k1_R2_N5.jsonl
WorkBench,decentralized,1,30,3,50,60.0,276.798,1991519.9,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k1_R30_N3.jsonl
WorkBench,decentralized,2,2,2,50,62.0,12.768,45942.4,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k2_R2_N2.jsonl
WorkBench,decentralized,2,2,3,50,76.0,30.265,108498.7,correct,final_qwen9b_canonical/WorkBench/k_sweep/Qwen_Qwen3.5-9B_decentralized_k2.jsonl
WorkBench,decentralized,2,2,4,50,76.0,25.143,98091.7,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k2_R2_N4.jsonl
WorkBench,decentralized,2,2,5,50,74.0,30.825,122306.3,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k2_R2_N5.jsonl
WorkBench,decentralized,3,2,2,50,74.0,20.637,65492.9,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k3_R2_N2.jsonl
WorkBench,decentralized,3,2,3,50,74.0,37.24,137877.9,correct,final_qwen9b_canonical/WorkBench/k_sweep/Qwen_Qwen3.5-9B_decentralized_k3.jsonl
WorkBench,decentralized,3,2,4,50,80.0,34.227,137823.4,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k3_R2_N4.jsonl
WorkBench,decentralized,3,2,5,50,82.0,43.473,178641.2,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k3_R2_N5.jsonl
WorkBench,decentralized,3,10,3,30,83.3,111.855,517836.7,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k3_R10_N3.jsonl
WorkBench,decentralized,5,2,2,50,84.0,21.077,87607.1,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k5_R2_N2.jsonl
WorkBench,decentralized,5,2,3,50,86.0,44.809,175056.8,correct,final_qwen9b_canonical/WorkBench/k_sweep/Qwen_Qwen3.5-9B_decentralized_k5.jsonl
WorkBench,decentralized,5,2,4,50,88.0,43.271,182060.1,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k5_R2_N4.jsonl
WorkBench,decentralized,5,2,5,50,86.0,50.241,227098.0,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k5_R2_N5.jsonl
WorkBench,decentralized,5,6,3,50,80.0,77.858,346920.1,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k5_R6_N3.jsonl
WorkBench,decentralized,6,5,3,50,86.0,72.135,304265.3,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k6_R5_N3.jsonl
WorkBench,decentralized,7,2,2,50,86.0,24.818,83685.2,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k7_R2_N2.jsonl
WorkBench,decentralized,7,2,3,50,88.0,45.449,191121.1,correct,final_qwen9b_canonical/WorkBench/k_sweep/Qwen_Qwen3.5-9B_decentralized_k7.jsonl
WorkBench,decentralized,7,2,4,50,86.0,45.03,203487.0,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k7_R2_N4.jsonl
WorkBench,decentralized,7,2,5,50,86.0,52.488,254911.8,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k7_R2_N5.jsonl
WorkBench,decentralized,10,2,1,50,72.0,12.355,50496.0,correct,final_qwen9b_canonical/WorkBench/n_sweep/Qwen_Qwen3.5-9B_decentralized_k10_R2_N1.jsonl
WorkBench,decentralized,10,2,2,50,80.0,32.479,137895.2,correct,final_qwen9b_canonical/WorkBench/n_sweep/Qwen_Qwen3.5-9B_decentralized_k10_R2_N2.jsonl
WorkBench,decentralized,10,2,3,50,84.0,46.829,204356.9,correct,final_qwen9b_canonical/WorkBench/k_sweep/Qwen_Qwen3.5-9B_decentralized_k10.jsonl
WorkBench,decentralized,10,2,4,50,84.0,64.091,252677.9,correct,final_qwen9b_canonical/WorkBench/n_sweep/Qwen_Qwen3.5-9B_decentralized_k10_R2_N4.jsonl
WorkBench,decentralized,10,2,5,50,86.0,81.514,369530.3,correct,final_qwen9b_canonical/WorkBench/n_sweep/Qwen_Qwen3.5-9B_decentralized_k10_R2_N5.jsonl
WorkBench,decentralized,10,3,3,50,84.0,49.36,205158.6,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k10_R3_N3.jsonl
WorkBench,decentralized,15,2,2,50,84.0,24.642,93298.6,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k15_R2_N2.jsonl
WorkBench,decentralized,15,2,3,50,84.0,39.94,147305.5,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k15_R2_N3.jsonl
WorkBench,decentralized,15,2,4,50,88.0,43.882,203614.7,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k15_R2_N4.jsonl
WorkBench,decentralized,15,2,5,50,86.0,55.576,274477.1,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k15_R2_N5.jsonl
WorkBench,decentralized,20,2,2,38,84.2,22.046,84489.1,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k20_R2_N2.jsonl
WorkBench,decentralized,20,2,3,50,82.0,47.335,197224.9,correct,final_qwen9b_canonical/WorkBench/k_sweep/Qwen_Qwen3.5-9B_decentralized_k20.jsonl
WorkBench,decentralized,30,1,3,50,78.0,26.133,82107.6,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k30_R1_N3.jsonl
WorkBench,decentralized,30,2,2,50,86.0,25.574,102613.3,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k30_R2_N2.jsonl
WorkBench,decentralized,30,2,3,50,86.0,48.524,205382.2,correct,final_qwen9b_canonical/WorkBench/k_sweep/Qwen_Qwen3.5-9B_decentralized_k30.jsonl
WorkBench,decentralized,30,2,4,50,88.0,45.591,209631.1,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k30_R2_N4.jsonl
WorkBench,decentralized,30,2,5,50,86.0,56.924,260002.4,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k30_R2_N5.jsonl
WorkBench,decentralized,50,2,2,50,86.0,23.869,103563.5,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k50_R2_N2.jsonl
WorkBench,decentralized,50,2,3,50,86.0,49.924,205568.4,correct,final_qwen9b_canonical/WorkBench/k_sweep/Qwen_Qwen3.5-9B_decentralized_k50.jsonl
WorkBench,decentralized,50,2,4,50,86.0,45.272,224964.6,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k50_R2_N4.jsonl
WorkBench,decentralized,50,2,5,50,88.0,56.409,275927.5,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_decentralized_k50_R2_N5.jsonl
WorkBench,independent,1,,2,50,18.0,4.957,11455.5,correct,a5000_workbench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k1_N2.jsonl
